goal,target,indicator,indicator_description,us_fedstats_available,data_source,agency,url,unsd_proposed_tier,,possible_custodian
15,"Ziel    15.7       Dringend Massnahmen ergreifen, um der Wilderei und dem Handel mit geschuetzten
Pflanzen- und Tierarten ein Ende zu setzen und dem Problem des Angebots illegaler Produkte
aus wildlebenden Pflanzen und Tieren und der Nachfrage danach zu begegnen",15.7.1,"15.7.1  Anteil der gehandelten Wildtiere, die gewildert oder illegal erworben wurden",,,,,,,
15,"Ziel    15.8       Bis 2020 Massnahmen einfuehren, um das Einbringen invasiver gebietsfremder Arten
zu verhindern, ihre Auswirkungen auf die Land- und Wasseroekosysteme deutlich zu reduzieren
und die prioritaeren Arten zu kontrollieren oder zu beseitigen",15.8.1,"15.8.1  Anteil der Staaten, die die relevanten nationalen Rechtsvorschriften verabschiedet haben und die Verhinderung oder Bekaempfung von invasiven, gebietsfremden Arten angemessen finanzieren",,,,,,,
15,"Ziel    15.9       Bis 2020 oekosystem- und Biodiversitaetswerte in die nationalen und lokalen Planungen, Entwicklungsprozesse, Armutsbekaempfungsstrategien und Gesamtrechnungssysteme einbeziehen",15.9.1,"15.9.1  Fortschritt bezueglich der nationalen Ziele, die in uebereinstimmung mit dem Aichi-Biodiversitaetsziel 2 des Strategischen Plans zur Biodiversitaet 2011-2020 beschlossen wurden",,,,,,,
15,Ziel    15.a       Finanzielle Mittel aus allen Quellen fuer die Erhaltung und nachhaltige Nutzung der biologischen Vielfalt und der oekosysteme aufbringen und deutlich erhoehen,15.a.1,15.a.1  oeffentliche Entwicklungsausgaben und oeffentliche Ausgaben fuer den Erhalt der Biodiversitaet und die nachhaltige Nutzung der oekosysteme,,,,,,,
15,"Ziel    15.b       Erhebliche Mittel aus allen Quellen und auf allen Ebenen fuer die Finanzierung einer nachhaltigen Bewirtschaftung der Waelder aufbringen und den Entwicklungslaendern geeignete Anreize fuer den vermehrten Einsatz dieser Bewirtschaftungsform bieten, namentlich zum Zweck der Walderhaltung und Wiederaufforstung",15.b.1,15.b.1  oeffentliche Entwicklungsausgaben und oeffentliche Ausgaben fuer den Erhalt der Biodiversitaet und die nachhaltige Nutzung der oekosysteme,,,,,,,
15,"Ziel    15.c       Die weltweite Unterstuetzung von Massnahmen zur Bekaempfung der Wilderei und des
Handels mit geschuetzten Arten verstaerken, unter anderem durch die Staerkung der Faehigkeit lokaler Gemeinwesen, Moeglichkeiten einer nachhaltigen Existenzsicherung zu nutzen",15.c.1,"15.c.1  Anteil der gehandelten Wildtiere, die gewildert oder illegal erworben wurden",,,,,,,
16,Ziel    16.1       Alle Formen der Gewalt und die gewaltbedingte Sterblichkeit ueberall deutlich verringern,16.1.1,"16.1.1  Anzahl von Opfern vorsaetzlicher Toetung pro 100.000 Einwohner, nach Geschlecht und Alter",,,,,,,
16,Ziel    16.1       Alle Formen der Gewalt und die gewaltbedingte Sterblichkeit ueberall deutlich verringern,16.1.2,"16.1.2  Konfliktbezogene Todesfaelle pro 100.000 Einwohner, nach Geschlecht, Alter und Ursache",,,,,,,
16,Ziel    16.1       Alle Formen der Gewalt und die gewaltbedingte Sterblichkeit ueberall deutlich verringern,16.1.3,"16.1.3  Anteil der Bevoelkerung, die in den vergangenen 12 Monaten Opfer von (a) koerperlicher Gewalt, (b) psychischer Gewalt und (c) sexueller Gewalt wurde",,,,,,,
16,Ziel    16.1       Alle Formen der Gewalt und die gewaltbedingte Sterblichkeit ueberall deutlich verringern,16.1.4,"16.1.4  Anteil der Bevoelkerung, die sich in ihrer Wohnumgebung alleine sicher fuehlt",,,,,,,
16,"Ziel    16.2       Missbrauch und Ausbeutung von Kindern, den Kinderhandel, Folter und alle Formen von Gewalt gegen Kinder beenden",16.2.1,"16.2.1  Anteil der Kinder zwischen 1 und 17 Jahren, die im vergangenen Monat durch ihre Betreuungsperson koerperlich bestraft wurden und/oder psychische Aggression erlebt haben",,,,,,,
16,"Ziel    16.2       Missbrauch und Ausbeutung von Kindern, den Kinderhandel, Folter und alle Formen von Gewalt gegen Kinder beenden",16.2.2,"16.2.2  Anzahl von Opfer von Menschenhandel pro 100.000 Einwohner, nach Geschlecht, Alter und Art der Ausbeutung",,,,,,,
16,"Ziel    16.2       Missbrauch und Ausbeutung von Kindern, den Kinderhandel, Folter und alle Formen von Gewalt gegen Kinder beenden",16.2.3,"16.2.3  Anteil der jungen Frauen und Maenner zwischen 18 und 29 Jahren, die bis zum Alter von 18 Jahren sexuelle Gewalt erlebt haben",,,,,,,
16,Ziel    16.3       Die Rechtsstaatlichkeit auf nationaler und internationaler Ebene foerdern und den gleichberechtigten Zugang aller zur Justiz gewaehrleisten,16.3.1,"16.3.1  Anteil der Opfer von Gewalttaten in den vergangenen 12 Monaten, die ihre Viktimisierung an zustaendige Behoerden oder ueber andere staatlich anerkannte Konfliktloesungsmechanismen gemeldet haben",,,,,,,
16,Ziel    16.3       Die Rechtsstaatlichkeit auf nationaler und internationaler Ebene foerdern und den gleichberechtigten Zugang aller zur Justiz gewaehrleisten,16.3.2,16.3.2  Nicht-verurteilte Inhaftierte als Anteil an der gesamten Gefangenenpopulation,,,,,,,
16,"Ziel    16.4       Bis 2030 illegale Finanz- und Waffenstroeme deutlich verringern, die Wiedererlangung und Rueckgabe gestohlener Vermoegenswerte verstaerken und alle Formen der organisierten Kriminalitaet bekaempfen",16.4.1,16.4.1  Gesamtwert der illegalen finanziellen Zu- und Abfluesse (in US Dollar),,,,,,,
16,"Ziel    16.4       Bis 2030 illegale Finanz- und Waffenstroeme deutlich verringern, die Wiedererlangung und Rueckgabe gestohlener Vermoegenswerte verstaerken und alle Formen der organisierten Kriminalitaet bekaempfen",16.4.2,"16.4.2  Anteil der beschlagnahmten, aufgefundenen oder abgegebenen Waffen, deren illegale Herkunft oder Verwendung von einer zustaendigen Behoerde in uebereinstimmung mit den internationalen Instrumenten nachverfolgt wurde",,,,,,,
16,Ziel    16.5       Korruption und Bestechung in allen ihren Formen erheblich reduzieren,16.5.1,"16.5.1  Anteil der Personen, die in den vergangenen 12 Monaten mindestens einmal Kontakt mit einem oeffentlichen Bediensteten hatten und einen oeffentlichen Bediensteten bestochen haben oder von diesem nach einer Bestechung gefragt wurden",,,,,,,
16,Ziel    16.5       Korruption und Bestechung in allen ihren Formen erheblich reduzieren,16.5.2,"16.5.2  Anteil der Unternehmen, die in den vergangenen 12 Monaten mindestens einmal Kontakt mit einem oeffentlichen Bediensteten hatten und einen oeffentlichen Bediensteten bestochen haben oder von diesem nach einer Bestechung gefragt wurden",,,,,,,
16,"Ziel    16.6       Leistungsfaehige, rechenschaftspflichtige und transparente Institutionen auf allen Ebenen aufbauen",16.6.1,"16.6.1  Primaerausgaben des Staates als Anteil am urspruenglich genehmigten Budget, nach Sektor (oder nach den Budget-Codes oder aehnlichem)",,,,,,,
16,"Ziel    16.6       Leistungsfaehige, rechenschaftspflichtige und transparente Institutionen auf allen Ebenen aufbauen",16.6.2,"16.6.2  Anteil der Bevoelkerung, die mit ihrer letzten Behoerdendienstleistung zufrieden waren",,,,,,,
16,"Ziel    16.7       Dafuer sorgen, dass die Entscheidungsfindung auf allen Ebenen bedarfsorientiert, inklusiv, partizipatorisch und repraesentativ ist",16.7.1,"16.7.1  Anteil der Positionen (nach Geschlecht, Alter, Personen mit Behinderungen und Bevoelkerungsgruppen) in oeffentlichen Institutionen (nationale und lokale Gesetzgebung, oeffentlicher Dienst und Judikative) verglichen mit nationalen Verteilungen",,,,,,,
16,"Ziel    16.7       Dafuer sorgen, dass die Entscheidungsfindung auf allen Ebenen bedarfsorientiert, inklusiv, partizipatorisch und repraesentativ ist",16.7.2,"16.7.2  Anteil der Bevoelkerung, die glaubt, dass die Entscheidungsfindung inklusiv und bedarfsgesteuert ist, nach Geschlecht, Alter, Behinderung und Bevoelkerungsgruppe",,,,,,,
16,Ziel    16.8       Die Teilhabe der Entwicklungslaender an den globalen Lenkungsinstitutionen erweitern und verstaerken,16.8.1,16.8.1  Anteil der Mitglieder und Stimmrechte von Entwicklungslaendern in internationalen Organisationen,,,,,,,
16,"Ziel    16.9       Bis 2030 insbesondere durch die Registrierung der Geburten dafuer sorgen, dass alle
Menschen eine rechtliche Identitaet haben",16.9.1,"16.9.1  Anteil der Kinder unter 5 Jahre, deren Geburt von einer Zivilbehoerde registriert worden ist, nach Alter",,,,,,,
16,"Ziel    16.10       Den oeffentlichen Zugang zu Informationen gewaehrleisten und die Grundfreiheiten schuetzen, im Einklang mit den nationalen Rechtsvorschriften und voelkerrechtlichen uebereinkuenften",16.10.1,"16.10.1  Anzahl der bestaetigten Faelle von Toetung, Entfuehrung, Verschwindenlassen, willkuerlicher Festnahme und Folter von Journalisten, Medienpersonal, Gewerkschaftlern und Menschenrechtsanwaelten in den vergangenen 12 Monaten",,,,,,,
16,"Ziel    16.10       Den oeffentlichen Zugang zu Informationen gewaehrleisten und die Grundfreiheiten schuetzen, im Einklang mit den nationalen Rechtsvorschriften und voelkerrechtlichen uebereinkuenften",16.10.2,"16.10.2  Anzahl der Staaten, die verfassungsrechtliche, gesetzliche und/oder politische Garantieren fuer den oeffentlichen Zugang zu Informationen verabschiedet und implementiert haben",,,,,,,
16,"Ziel    16.a       Die zustaendigen nationalen Institutionen namentlich durch internationale Zusammenarbeit beim Kapazitaetsaufbau auf allen Ebenen zur Verhuetung von Gewalt und zur Bekaempfung von Terrorismus und Kriminalitaet unterstuetzen, insbesondere in den Entwicklungslaendern",16.a.1,"16.a.1  Existenz von unabhaengigen nationalen Menschenrechtsinstitutionen gemaess den ""Pariser Grundsaetzen""",,,,,,,
16,Ziel    16.b       Nichtdiskriminierende Rechtsvorschriften und Politiken zugunsten einer nachhaltigen Entwicklung foerdern und durchsetzen,16.b.1,"16.b.1  Anteil der Bevoelkerung, die angibt sich in den vergangenen 12 Monaten persoenlich diskriminiert oder belaestigt gefuehlt zu haben auf Basis einer Diskriminierung, die nach den internationalen Menschenrechten verboten ist",,,,,,,
17,"Ziel    17.1       Die Mobilisierung einheimischer Ressourcen verstaerken, einschliesslich durch internationale Unterstuetzung fuer die Entwicklungslaender, um die nationalen Kapazitaeten zur Erhebung von Steuern und anderen Abgaben zu verbessern",17.1.1,"17.1.1  Gesamte Staatseinnahmen als Anteil am BIP, nach Herkunft",,,,,,,
17,"Ziel    17.1       Die Mobilisierung einheimischer Ressourcen verstaerken, einschliesslich durch internationale Unterstuetzung fuer die Entwicklungslaender, um die nationalen Kapazitaeten zur Erhebung von Steuern und anderen Abgaben zu verbessern",17.1.2,17.1.2  Anteil des durch Steuereinnahmen finanzierten Haushaltsbudgets,,,,,,,
17,"Ziel    17.2       Sicherstellen, dass die entwickelten Laender ihre Zusagen im Bereich der oeffentlichen Entwicklungshilfe voll einhalten, einschliesslich der von vielen entwickelten Laendern eingegangenen Verpflichtung, die Zielvorgabe von 0,7 Prozent ihres Bruttonationaleinkommens fuer oeffentliche Entwicklungshilfe zugunsten der Entwicklungslaender und 0,15 bis 0,20 Prozent zugunsten der am wenigsten entwickelten Laender zu erreichen; den Gebern oeffentlicher Entwicklungshilfe wird nahegelegt, die Bereitstellung von mindestens 0,20 Prozent ihres Bruttonationaleinkommens zugunsten der am wenigsten entwickelten Laender als Zielsetzung zu erwaegen",17.2.1,"17.2.1  oeffentliche Nettoentwicklungsausgaben, insgesamt und an am wenigsten entwickelte Laender, als Anteil am Bruttonationaleinkommen (BNE) der Geberlaender des Ausschusses fuer Entwicklungshilfe der Organisation fuer wirtschaftliche Zusammenarbeit und Entwicklung (OECD)",,,,,,,
17,Ziel    17.3       Zusaetzliche finanzielle Mittel aus verschiedenen Quellen fuer die Entwicklungslaender mobilisieren,17.3.1,"17.3.1  Auslaendische Direktinvestitionen (ADI), oeffentliche Entwicklungsausgaben und Sued-Sued-Kooperationen als Anteil am gesamten Haushaltsbudget",,,,,,,
17,Ziel    17.3       Zusaetzliche finanzielle Mittel aus verschiedenen Quellen fuer die Entwicklungslaender mobilisieren,17.3.2,17.3.2  Umfang der Rueckueberweisungen (in US Dollar) als Anteil am gesamten BIP,,,,,,,
17,"Ziel    17.4       Den Entwicklungslaendern dabei behilflich sein, durch eine koordinierte Politik zur Foerderung der Schuldenfinanzierung, der Entschuldung beziehungsweise der Umschuldung die langfristige Tragfaehigkeit der Verschuldung zu erreichen, und das Problem der Auslandsverschuldung hochverschuldeter armer Laender angehen, um die ueberschuldung zu verringern",17.4.1,17.4.1  Schuldendienst als Anteil von Exporten von Guetern und Dienstleistungen,,,,,,,
17,Ziel    17.5       Investitionsfoerderungssysteme fuer die am wenigsten entwickelten Laender beschliessen und umsetzen,17.5.1,"17.5.1  Anzahl der Staaten, die Investitionsfoerderprogramme fuer am wenigsten entwickelte Laender verabschieden und implementieren",,,,,,,
17,"Ziel    17.6       Die regionale und internationale Nord-Sued- und Sued-Sued-Zusammenarbeit und Dreieckskooperation im Bereich Wissenschaft, Technologie und Innovation und den Zugang dazu verbessern und den Austausch von Wissen zu einvernehmlich festgelegten Bedingungen verstaerken, unter anderem durch eine bessere Abstimmung zwischen den vorhandenen Mechanismen, insbesondere auf Ebene der Vereinten Nationen, und durch einen globalen Mechanismus zur Technologiefoerderung",17.6.1,"17.6.1  Anzahl der Vereinbarungen und Programme bezueglich Wissenschafts- und/oder Technologie-Kooperationen zwischen Staaten, nach Art der Kooperation",,,,,,,
17,"Ziel    17.6       Die regionale und internationale Nord-Sued- und Sued-Sued-Zusammenarbeit und Dreieckskooperation im Bereich Wissenschaft, Technologie und Innovation und den Zugang dazu verbessern und den Austausch von Wissen zu einvernehmlich festgelegten Bedingungen verstaerken, unter anderem durch eine bessere Abstimmung zwischen den vorhandenen Mechanismen, insbesondere auf Ebene der Vereinten Nationen, und durch einen globalen Mechanismus zur Technologiefoerderung",17.6.2,"17.6.2  Internet-Breitband-Vertraege pro 100 Einwohner, nach Geschwindigkeit",,,,,,,
17,"Ziel    17.7       Die Entwicklung, den Transfer, die Verbreitung und die Diffusion von umweltvertraeglichen Technologien an die Entwicklungslaender zu gegenseitig vereinbarten guenstigen Bedingungen, einschliesslich Konzessions- und Vorzugsbedingungen, foerdern",17.7.1,"17.7.1  Gesamtbetrag der Finanzierungszusagen an Entwicklungslaender zur Foerderung der Entwicklung, Umsetzung, Veroeffentlichung und Weiterverbreitung von umweltfreundlichen Technologien",,,,,,,
17,"Ziel    17.8       Die Technologiebank und den Mechanismus zum Kapazitaetsaufbau fuer Wissenschaft, Technologie und Innovation fuer die am wenigsten entwickelten Laender bis 2017 vollstaendig operationalisieren und die Nutzung von Grundlagentechnologien, insbesondere der Informations- und Kommunikationstechnologien, verbessern",17.8.1,"17.8.1  Anteil der Einzelpersonen, die das Internet nutzen",,,,,,,
17,"Ziel    17.9       Die internationale Unterstuetzung fuer die Durchfuehrung eines effektiven und gezielten Kapazitaetsaufbaus in den Entwicklungslaendern verstaerken, um die nationalen Plaene zur Umsetzung aller Ziele fuer nachhaltige Entwicklung zu unterstuetzen, namentlich im Rahmen der Nord-Sued- und Sued-Sued-Zusammenarbeit und der Dreieckskooperation",17.9.1,"17.9.1  Wert in Dollar der finanziellen und technischen Zusammenarbeit (einschliesslich durch Nord-Sued-, Sued-Sued- und Dreieckskooperationen) mit Entwicklungslaendern",,,,,,,
17,"Ziel    17.10       Ein universales, regelgestuetztes, offenes, nichtdiskriminierendes und gerechtes multilaterales Handelssystem unter dem Dach der Welthandelsorganisation foerdern, insbesondere durch den Abschluss der Verhandlungen im Rahmen ihrer Entwicklungsagenda von Doha",17.10.1,17.10.1  Weltweit gewichtete durchschnittliche Zollsaetze,,,,,,,
17,"Ziel    17.11       Die Exporte der Entwicklungslaender deutlich erhoehen, insbesondere mit Blick darauf, den Anteil der am wenigsten entwickelten Laender an den weltweiten Exporten bis 2020 zu verdoppeln",17.11.1,17.11.1  Anteil von Entwicklungslaendern und am wenigsten entwickelten Laendern am globalen Export,,,,,,,
17,"Ziel    17.12       Die rasche Umsetzung des zoll- und kontingentfreien Marktzugangs auf dauerhafter Grundlage fuer alle am wenigsten entwickelten Laender im Einklang mit den Beschluessen der Welthandelsorganisation erreichen, unter anderem indem sichergestellt wird, dass die fuer Importe aus den am wenigsten entwickelten Laendern geltenden praeferenziellen Ursprungsregeln transparent und einfach sind und zur Erleichterung des Marktzugangs beitragen",17.12.1,"17.12.1  Durchschnittliche Importzoelle fuer Entwicklungslaender, am wenigsten entwickelte Laender und kleine Inselstaaten",,,,,,,
17,"Ziel    17.13       Die globale makrooekonomische Stabilitaet verbessern, namentlich durch Politikkoordinierung und Politikkohaerenz",17.13.1,17.13.1  Makrooekonomisches Dashboard,,,,,,,
17,Ziel    17.14       Die Politikkohaerenz zugunsten nachhaltiger Entwicklung verbessern,17.14.1,17.14.1  Anzahl der Staaten mit Mechanismen zur Verbesserung Politikkohaerenz bezogen auf nachhaltige Entwicklung,,,,,,,
17,Ziel    17.15       Den politischen Spielraum und die Fuehrungsrolle jedes Landes bei der Festlegung und Umsetzung von Politiken zur Armutsbeseitigung und fuer nachhaltige Entwicklung respektieren,17.15.1,17.15.1  Ausmass der Nutzung von laendereigenen Ergebnisframeworks und Planungsinstrumenten durch Geber von Entwicklungszusammenarbeit,,,,,,,
17,"Ziel    17.16       Die Globale Partnerschaft fuer nachhaltige Entwicklung ausbauen, ergaenzt durch Multi-Akteur-Partnerschaften zur Mobilisierung und zum Austausch von Wissen, Fachkenntnissen, Technologie und finanziellen Ressourcen, um die Erreichung der Ziele fuer nachhaltige Entwicklung in allen Laendern und insbesondere in den Entwicklungslaendern zu unterstuetzen",17.16.1,"17.16.1  Anzahl der Staaten, die ueber Fortschritte in multi-stakeholder Monitoringframeworks der Entwicklungszusammenarbeit berichten, die das Erreichen der Ziele fuer nachhaltige Entwicklung unterstuetzen",,,,,,,
17,"Ziel    17.17       Die Bildung wirksamer oeffentlicher, oeffentlich-privater und zivilgesellschaftlicher Partnerschaften aufbauend auf den Erfahrungen und Mittelbeschaffungsstrategien bestehender Partnerschaften unterstuetzen und foerdern",17.17.1,17.17.1  Finanzzusagen in US Dollar fuer (a) oeffentlich-private Partnerschaften sowie (b) Partnerschaften mit der Zivilgesellschaft,,,,,,,
17,"Ziel    17.18       Bis 2020 die Unterstuetzung des Kapazitaetsaufbaus fuer die Entwicklungslaender und namentlich die am wenigsten entwickelten Laender und die kleinen Inselentwicklungslaender erhoehen, mit dem Ziel, ueber erheblich mehr hochwertige, aktuelle und verlaessliche Daten zu verfuegen, die nach Einkommen, Geschlecht, Alter, Rasse, Ethnizitaet, Migrationsstatus, Behinderung, geografischer Lage und sonstigen im nationalen Kontext relevanten Merkmalen aufgeschluesselt sind",17.18.1,"17.18.1  Anteil der Nachhaltigkeitsindikatoren, die auf nationaler Ebene vollstaendig - sofern gemaess dem Unterziel relevant - disaggregiert sind, in uebereinstimmung mit den Grundprinzipien der amtlichen Statistik",,,,,,,
17,"Ziel    17.18       Bis 2020 die Unterstuetzung des Kapazitaetsaufbaus fuer die Entwicklungslaender und namentlich die am wenigsten entwickelten Laender und die kleinen Inselentwicklungslaender erhoehen, mit dem Ziel, ueber erheblich mehr hochwertige, aktuelle und verlaessliche Daten zu verfuegen, die nach Einkommen, Geschlecht, Alter, Rasse, Ethnizitaet, Migrationsstatus, Behinderung, geografischer Lage und sonstigen im nationalen Kontext relevanten Merkmalen aufgeschluesselt sind",17.18.2,17.18.2  Anzahl der Staaten mit einer nationalen statistischen Gesetzgebung im Einklang mit den Grundprinzipien der amtlichen Statistik,,,,,,,
17,"Ziel    17.18       Bis 2020 die Unterstuetzung des Kapazitaetsaufbaus fuer die Entwicklungslaender und namentlich die am wenigsten entwickelten Laender und die kleinen Inselentwicklungslaender erhoehen, mit dem Ziel, ueber erheblich mehr hochwertige, aktuelle und verlaessliche Daten zu verfuegen, die nach Einkommen, Geschlecht, Alter, Rasse, Ethnizitaet, Migrationsstatus, Behinderung, geografischer Lage und sonstigen im nationalen Kontext relevanten Merkmalen aufgeschluesselt sind",17.18.3,"17.18.3  Anzahl der Staaten mit einem nationalem statistischen Plan, der vollstaendig finanziert und umgesetzt wird, nach der Quelle der Finanzierung",,,,,,,
17,"Ziel    17.19       Bis 2030 auf den bestehenden Initiativen aufbauen, um Fortschrittsmasse fuer nachhaltige Entwicklung zu erarbeiten, die das Bruttoinlandsprodukt ergaenzen, und den Aufbau der statistischen Kapazitaeten der Entwicklungslaender unterstuetzen",17.19.1,17.19.1  Dollarbetrag aller zur Verfuegung gestellten Ressourcen fuer den Ausbau statistischer Kapazitaeten in Entwicklungslaendern,,,,,,,
17,"Ziel    17.19       Bis 2030 auf den bestehenden Initiativen aufbauen, um Fortschrittsmasse fuer nachhaltige Entwicklung zu erarbeiten, die das Bruttoinlandsprodukt ergaenzen, und den Aufbau der statistischen Kapazitaeten der Entwicklungslaender unterstuetzen",17.19.2,"17.19.2  Anteil der Staaten, die (a) in den letzten 10 Jahren mindestens eine Bevoelkerungs- und Gebaeudezaehlung durchgefuehrt haben; und (b) 100% bei der Geburtenregistrierung sowie 80% bei der Registrierung der Sterbefaelle erreicht haben",,,,,,,
